time_key,open,high,low,close,volume,MACD_DIFF,MACD_DEA,MACD_HIST
2025-01-27 00:00:00+08:00,384.6423073757267,394.5557689060289,384.6423073757267,392.1765441894531,23605938,0.0,0.0,0.0
2025-01-28 00:00:00+08:00,398.52117919921875,398.52117919921875,398.52117919921875,398.52117919921875,0,0.5061247301237017,0.10122494602474036,0.4048997840989614
2025-02-03 00:00:00+08:00,396.5384822722473,401.2969319581202,390.78868638069383,400.7021484375,27917841,1.0708738484581772,0.29515472651142777,0.7757191219467494
2025-02-04 00:00:00+08:00,405.6588561436556,417.55500992788615,403.4778825151532,417.158447265625,31276268,2.813890598702187,0.7989019009495797,2.0149886977526075
2025-02-05 00:00:00+08:00,417.9515513226999,417.9515513226999,406.451929700003,414.1844177246094,32129392,3.9101903615907645,1.4211595930778167,2.489030768512948
2025-02-06 00:00:00+08:00,412.59829652566174,416.7619323730469,409.8225090405868,416.7619323730469,19585105,4.930167807471719,2.1229612359565975,2.8072065715151213
2025-02-07 00:00:00+08:00,416.76192745519404,428.65808159903486,414.18442133999827,424.49444580078125,34567530,6.289949865488666,2.9563589618630113,3.3335909036256544
2025-02-10 00:00:00+08:00,425.8823363589958,435.99404951310726,425.0892412417123,433.2182922363281,31411302,7.979545212178152,3.96099621192604,4.018549000252112
2025-02-11 00:00:00+08:00,436.19232300821926,437.38195053599924,421.9169439422836,423.70135498046875,30893563,8.453181384049458,4.859433246350724,3.593748137698734
2025-02-12 00:00:00+08:00,425.2875134330241,440.75251997219465,422.3134748775484,440.3559875488281,38264929,10.05650598132155,5.898847793344889,4.1576581879766605
2025-02-13 00:00:00+08:00,445.114441677456,460.5794483744076,433.21828733418323,438.1750183105469,60985718,11.024087467511379,6.923895728178187,4.100191739333192
2025-02-14 00:00:00+08:00,445.90750719094785,470.691162109375,442.73521751348017,470.691162109375,74519223,14.250413921070788,8.389199366756708,5.8612145543140795
2025-02-17 00:00:00+08:00,501.6211780613486,507.5692552715622,480.8029078256009,489.3284912109375,126223580,18.102503191407834,10.331860131686934,7.7706430597209
2025-02-18 00:00:00+08:00,489.9232845579671,508.560580271595,489.5267218910306,499.1427917480469,62529454,21.697132683191683,12.604914641987884,9.092218041203799
2025-02-19 00:00:00+08:00,495.6731002071493,496.16877330735645,488.93195814572607,493.49212646484375,34127174,23.815411747516748,14.847014063093658,8.96839768442309
2025-02-20 00:00:00+08:00,486.9492582081144,488.73366923984776,478.42367496580954,482.5873107910156,34549151,24.333731567551297,16.744357563985186,7.58937400356611
2025-02-21 00:00:00+08:00,500.6298462150175,512.5260009765625,495.0783012755993,512.5260009765625,73545153,26.850786694145654,18.76564339001728,8.085143304128373
2025-02-24 00:00:00+08:00,517.4827123325507,517.4827123325507,492.8973388671875,492.8973388671875,67542767,26.951027360739204,20.402720184161666,6.548307176577538
2025-02-25 00:00:00+08:00,473.6651910224279,486.750972653404,472.27731242604784,480.6046142578125,56509529,25.74181307244237,21.470538761817807,4.2712743106245625
2025-02-26 00:00:00+08:00,483.7769221631979,503.6038452026732,483.5786408314097,497.16009521484375,40489654,25.821734112970773,22.3407778320484,3.480956280922374
2025-02-27 00:00:00+08:00,499.1427945157312,507.56923692562935,487.3457811925706,491.1128845214844,38902820,25.107686962769492,22.89415965819262,2.2135273045768713
2025-02-28 00:00:00+08:00,488.5353799165317,493.4921107608695,471.8807763809507,474.4582824707031,52160819,22.933548582204537,22.902037442995006,0.03151113920953108
2025-03-03 00:00:00+08:00,479.41502607975184,492.6990590455754,475.6478923856625,479.01849365234375,32752021,21.332590360272206,22.588148026450448,-1.255557666178241
2025-03-04 00:00:00+08:00,474.8548223491599,488.73366893139,469.1050265807727,486.7509765625,31124964,20.452008163724884,22.160920053905336,-1.7089118901804525
2025-03-05 00:00:00+08:00,497.65577669077646,504.59519987172354,493.69039201594956,501.12548828125,35165757,20.675706714777903,21.86387738607985,-1.1881706713019469
2025-03-06 00:00:00+08:00,516.4913362615249,539.2922973632812,516.4913362615249,539.2922973632812,79683892,23.659994261721863,22.22310076120825,1.4368935005136123
